"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2015M11",6.94963864e+01,4.72676003e-01,2.51000000e+00,3.14622196e+00,7.64762430e+00,3.00000000e+00,4.78919000e+04,2.95648000e+04,6.96263000e+04,1.58972500e+05,1.07451900e+05,1.11443053e+02,5.08700000e+02,1.16420000e+02,8.00000000e-02,2.44241000e+02,2.38017000e+02,9.75380000e+01,9.73320000e+01,4.24435000e+01,4.24127476e+02,2.03439505e+02,1.07767017e+03,1.02943397e+03,1.11508976e+03,1.19764865e+03,1.15847986e+03,4.71351373e+02,6.23185845e+02,4.75691959e+02,5.49815544e+02,5.47234210e+02,4.58024205e+02,4.57812781e+02,3.74817378e+02,2.48184871e+00,3.61868089e-01,1.28103239e+01,1.32244975e+01,1.03330618e+01,9.95181118e+00,8.54671005e+00,3.98215632e+00,2.44652962e+01,3.31850220e+00,1.97774066e+00,4.35369109e-01,2.53555818e-01,1.18959819e+00,-5.79785634e+01,5.65874878e+00,-5.67171345e+00,-6.68820241e-01,1.17181939e+01,-5.44762180e+00,-5.58718672e+00,1.50272652e+01,3.25525610e+01,-1.65240008e+02,2.47635514e+00,2.32618734e+00,1.43268540e+00,7.50711508e-01,1.28289486e+00,-1.02380996e+02,4.70241512e+02,4.69679424e+02,5.62087713e-01,4.75762999e+02,-7.10404013e-02,4.70265936e+02,-2.44243161e-02,4.75120367e+02,5.71592172e-01
"2015M12",6.97946541e+01,4.29184546e-01,3.07000000e+00,3.15744316e+00,7.61347940e+00,3.00000000e+00,5.16935000e+04,3.33081000e+04,7.50482000e+04,1.65582400e+05,1.08995500e+05,1.15234903e+02,5.98100000e+02,1.16790000e+02,2.00000000e-01,2.44547000e+02,2.37761000e+02,9.74560000e+01,9.73960000e+01,3.71886364e+01,4.24555742e+02,2.02992028e+02,1.08530873e+03,1.04135559e+03,1.12258859e+03,1.20172242e+03,1.15990619e+03,4.74697268e+02,6.39375796e+02,4.75945160e+02,5.49940752e+02,5.47126597e+02,4.57940099e+02,4.57878514e+02,3.61600324e+02,3.02016781e+00,-8.56088124e-02,9.93975646e+00,1.32851823e+01,1.05551226e+01,9.94251703e+00,9.57686524e+00,2.60107052e+00,1.87182037e+01,3.24587990e+00,2.05034334e+00,6.36693550e-01,3.45366678e-01,1.18465585e+00,-4.66445084e+01,5.13919410e+00,-5.36972282e+00,9.16627925e+01,1.43059375e+02,8.99858451e+01,4.88852698e+01,1.71159497e+01,4.01507404e+01,1.94279415e+02,3.80773014e+00,1.50249207e+00,-1.29135870e+00,-1.00926188e+00,7.88792601e-01,-1.58604647e+02,4.69452005e+02,4.69958118e+02,-5.06113426e-01,4.76035706e+02,-9.05459181e-02,4.70237814e+02,-7.85809322e-01,4.75432624e+02,5.12536528e-01
"2016M01",7.04313411e+01,9.12228806e-01,4.38000000e+00,3.14987589e+00,7.64860550e+00,3.00000000e+00,4.98193000e+04,3.06582000e+04,7.39448000e+04,1.64523700e+05,1.09272800e+05,1.09741362e+02,4.82000000e+02,1.17120000e+02,2.90000000e-01,2.44955000e+02,2.37652000e+02,9.74960000e+01,9.75670000e+01,3.16831579e+01,4.25463835e+02,2.03452334e+02,1.08161577e+03,1.03306554e+03,1.12110741e+03,1.20108099e+03,1.16016028e+03,4.69812635e+02,6.17794411e+02,4.76200610e+02,5.50107452e+02,5.47080742e+02,4.57981135e+02,4.58053932e+02,3.45578524e+02,4.28464656e+00,1.12574046e-01,1.18556127e+01,1.18525772e+01,9.17558748e+00,8.75585050e+00,9.71107837e+00,1.81771555e+00,1.68148610e+01,3.32481473e+00,2.12234071e+00,1.22990803e+00,8.67376028e-01,1.39644443e+00,-3.99011111e+01,1.08971176e+01,5.52367448e+00,-4.43155069e+01,-9.94805368e+01,-1.77740459e+01,-7.69718800e+00,3.04909306e+00,-5.86155991e+01,-2.58976620e+02,3.38591991e+00,2.00040087e+00,-5.50258417e-01,4.92428912e-01,2.10501534e+00,-1.92261597e+02,4.69216317e+02,4.70234584e+02,-1.01826694e+00,4.76306785e+02,-1.06175165e-01,4.70016752e+02,-8.00434645e-01,4.75673499e+02,5.27111040e-01
"2016M02",7.05804749e+01,2.11743618e-01,4.27000000e+00,3.19993173e+00,7.66202550e+00,3.00000000e+00,4.88532000e+04,3.02708000e+04,7.33395000e+04,1.64854100e+05,1.09986100e+05,1.09432893e+02,5.58000000e+02,1.17360000e+02,2.90000000e-01,2.45510000e+02,2.37336000e+02,9.74450000e+01,9.77360000e+01,3.03230000e+01,4.25675355e+02,2.03627637e+02,1.07965752e+03,1.03179388e+03,1.12028546e+03,1.20128161e+03,1.16081093e+03,4.69531151e+02,6.32435896e+02,4.76457402e+02,5.50333768e+02,5.46947686e+02,4.57928812e+02,4.58226997e+02,3.41190650e+02,4.18214101e+00,1.57072655e-01,1.26116247e+01,1.10085407e+01,7.54372400e+00,8.37170870e+00,9.52408098e+00,2.10414055e+00,2.55933374e+01,3.17706877e+00,2.19823463e+00,8.43708329e-01,6.38289087e-01,1.45524572e+00,-5.11732982e+01,2.53823709e+00,2.10363689e+00,-2.34990914e+01,-1.52599342e+01,-9.86342861e+00,2.40744903e+00,7.80778358e+00,-3.37780223e+00,1.75697818e+02,2.45650035e+00,2.71579128e+00,-1.59667215e+00,-6.27882297e-01,2.07677353e+00,-5.26544909e+01,4.69630507e+02,4.70509035e+02,-8.78528668e-01,4.76576170e+02,-1.18768391e-01,4.71043245e+02,-1.41273785e+00,4.76041639e+02,4.15762903e-01
"2016M03",7.07238729e+01,2.03169446e-01,4.26000000e+00,3.28119687e+00,7.71716000e+00,3.00000000e+00,4.90672000e+04,3.12700000e+04,7.32462000e+04,1.65315000e+05,1.10579300e+05,1.12951801e+02,6.23000000e+02,1.17610000e+02,2.50000000e-01,2.45913000e+02,2.38080000e+02,9.76730000e+01,9.78760000e+01,3.75463636e+01,4.25878318e+02,2.04344642e+02,1.08009461e+03,1.03504145e+03,1.12015816e+03,1.20156080e+03,1.16134882e+03,4.72696118e+02,6.43454652e+02,4.76733667e+02,5.50497781e+02,5.47260675e+02,4.58162516e+02,4.58370137e+02,3.62557653e+02,4.17348197e+00,1.13585754e+00,3.66762633e+00,7.34376107e+00,5.57134086e+00,7.04521908e+00,9.68775233e+00,1.08488371e+00,1.12879348e+01,3.14388100e+00,2.11979959e+00,8.87664671e-01,6.83171533e-01,1.44692922e+00,-2.41943469e+01,2.43556003e+00,8.60405558e+00,5.24508496e+00,3.89707440e+01,-1.52757077e+00,3.35028541e+00,6.45469975e+00,3.79796068e+01,1.32225068e+02,2.55351843e+00,1.96816229e+00,3.75587161e+00,2.80445807e+00,1.71768632e+00,2.56404039e+02,4.69573005e+02,4.70781612e+02,-1.20860712e+00,4.76843787e+02,-1.10119997e-01,4.71541624e+02,-1.96861993e+00,4.76294250e+02,4.39417058e-01
"2016M04",7.08443272e+01,1.70316309e-01,4.09000000e+00,3.23237465e+00,7.73026100e+00,3.00000000e+00,5.04157000e+04,3.04374000e+04,7.42886000e+04,1.66500000e+05,1.11015800e+05,1.12281600e+02,6.09300000e+02,1.17840000e+02,3.00000000e-01,2.46551000e+02,2.38992000e+02,9.79930000e+01,9.81170000e+01,4.07552381e+01,4.26048489e+02,2.04514263e+02,1.08280579e+03,1.03234274e+03,1.12157128e+03,1.20227506e+03,1.16174278e+03,4.72101001e+02,6.41231076e+02,4.76975285e+02,5.50756887e+02,5.47643008e+02,4.58489605e+02,4.58616064e+02,3.70758437e+02,4.00598637e+00,5.22184307e-01,8.71691686e+00,7.74713332e+00,7.45788043e+00,7.46420025e+00,9.73450224e+00,4.20747751e+00,1.90131393e+01,3.05012014e+00,2.13372801e+00,1.16580377e+00,9.21646613e-01,1.50851319e+00,-2.89750947e+01,2.04205722e+00,2.03544705e+00,3.25342168e+01,-3.23844673e+01,1.69573662e+01,8.57107753e+00,4.72754747e+00,-7.14141411e+00,-2.66829138e+01,2.34444755e+00,3.10926455e+00,4.58799231e+00,3.92505946e+00,2.95112729e+00,9.84094089e+01,4.71774062e+02,4.71052393e+02,7.21668250e-01,4.77109556e+02,-1.34270700e-01,4.71471769e+02,3.02292337e-01,4.76571964e+02,4.03321367e-01
"2016M05",7.11712745e+01,4.61501087e-01,4.36000000e+00,3.31187532e+00,7.65581710e+00,3.00000000e+00,5.08346000e+04,3.04737000e+04,7.28365000e+04,1.65615400e+05,1.11720300e+05,1.11114856e+02,6.25300000e+02,1.18210000e+02,2.90000000e-01,2.47137000e+02,2.39557000e+02,9.81530000e+01,9.82840000e+01,4.67123809e+01,4.26508929e+02,2.03546576e+02,1.08363325e+03,1.03246193e+03,1.11959725e+03,1.20174235e+03,1.16237537e+03,4.71056441e+02,6.43823153e+02,4.77369269e+02,5.50994284e+02,5.47879138e+02,4.58652749e+02,4.58786125e+02,3.84400925e+02,4.26437152e+00,-4.45501941e-01,1.00549060e+01,1.29702733e+00,3.19423013e+00,6.12658456e+00,9.05286777e+00,4.08194245e+00,1.86327651e+01,3.15385968e+00,2.22952006e+00,1.07270238e+00,8.45104273e-01,1.55655540e+00,-2.38009666e+01,5.52527323e+00,-1.16122350e+01,9.92950872e+00,1.43028135e+00,-2.36883657e+01,-6.39249195e+00,7.59107140e+00,-1.25347200e+01,3.11049328e+01,3.76191793e+00,2.84876412e+00,2.83356695e+00,1.95772580e+00,2.04072330e+00,1.63709847e+02,4.71346879e+02,4.71321376e+02,2.55028040e-02,4.77373386e+02,-4.11696614e-03,4.72195041e+02,-8.48161593e-01,4.76806053e+02,5.63215588e-01
"2016M06",7.14867500e+01,4.43262415e-01,4.43000000e+00,3.23070434e+00,7.64288230e+00,3.00000000e+00,5.17710000e+04,3.12740000e+04,7.34798000e+04,1.67721800e+05,1.12209400e+05,1.08393028e+02,6.14700000e+02,1.18420000e+02,3.00000000e-01,2.47540000e+02,2.40222000e+02,9.83250000e+01,9.83860000e+01,4.87572727e+01,4.26951212e+02,2.03377480e+02,1.08545854e+03,1.03505424e+03,1.12047658e+03,1.20300619e+03,1.16281220e+03,4.68576377e+02,6.42113434e+02,4.77567419e+02,5.51157219e+02,5.48156350e+02,4.58827832e+02,4.58889852e+02,3.88685437e+02,4.33727857e+00,-9.30851408e-02,6.32127889e+00,4.93362940e+00,4.26695590e+00,6.83686054e+00,8.64847408e+00,2.59337028e+00,1.36440638e+01,2.97403759e+00,2.23700311e+00,1.07350381e+00,8.26185121e-01,1.54047744e+00,-2.04478084e+01,5.30739480e+00,-2.02916121e+00,2.19035062e+01,3.11076779e+01,1.05520024e+01,1.51661059e+01,5.24201062e+00,-2.97607626e+01,-2.05166288e+01,2.12990801e+00,1.95521565e+00,3.32653372e+00,2.10099912e+00,1.24472478e+00,5.14141491e+01,4.71495009e+02,4.71588607e+02,-9.35978158e-02,4.77635179e+02,-6.77603351e-02,4.72629382e+02,-1.13437336e+00,4.77056377e+02,5.11041871e-01
"2016M07",7.19800390e+01,6.90042518e-01,4.62000000e+00,3.20954461e+00,7.60417290e+00,3.00000000e+00,5.10177000e+04,3.16728000e+04,7.44673000e+04,1.69128100e+05,1.12615600e+05,1.09349529e+02,5.36100000e+02,1.18790000e+02,3.00000000e-01,2.47829000e+02,2.40101000e+02,9.83420000e+01,9.85290000e+01,4.46515000e+01,4.27638884e+02,2.02869716e+02,1.08399279e+03,1.03632135e+03,1.12181154e+03,1.20384117e+03,1.16317355e+03,4.69454944e+02,6.28432071e+02,4.77807387e+02,5.51273899e+02,5.48105967e+02,4.58845120e+02,4.59035092e+02,3.79888790e+02,4.51510848e+00,-6.00848544e-01,1.00923768e+01,6.30359418e+00,4.30487143e+00,6.36004616e+00,8.28494666e+00,5.94039750e-01,-6.77859008e+00,2.99932766e+00,2.14692765e+00,8.64614754e-01,7.52247777e-01,1.58667724e+00,-1.30992882e+01,8.25207145e+00,-6.09316084e+00,-1.75890187e+01,1.52054244e+01,1.60194772e+01,1.00197139e+01,4.33617730e+00,1.05427999e+01,-1.64176360e+02,3.74352144e+00,1.40016852e+00,-6.04593172e-01,2.07457276e-01,1.74288429e+00,-1.05559763e+02,4.70429090e+02,4.71854133e+02,-1.42504268e+00,4.77894837e+02,-8.74494546e-02,4.72628703e+02,-2.19961333e+00,4.77235210e+02,5.72176959e-01
"2016M08",7.21119651e+01,1.83281548e-01,4.74000000e+00,3.08673041e+00,7.53453290e+00,3.00000000e+00,5.23968000e+04,3.10212000e+04,7.18801000e+04,1.67888300e+05,1.13491100e+05,1.10414414e+02,6.19200000e+02,1.19010000e+02,3.00000000e-01,2.48423000e+02,2.40545000e+02,9.84790000e+01,9.87030000e+01,4.47243478e+01,4.27821998e+02,2.01949684e+02,1.08666008e+03,1.03424261e+03,1.11827547e+03,1.20310542e+03,1.16394797e+03,4.70424068e+02,6.42842832e+02,4.77997124e+02,5.51513294e+02,5.48290718e+02,4.58984333e+02,4.59211534e+02,3.80051805e+02,4.63155005e+00,-1.47700062e+00,1.06500336e+01,6.18043498e+00,3.08407431e+00,6.18703472e+00,8.57847206e+00,2.65416825e+00,1.60658676e+01,2.94176476e+00,2.28248652e+00,1.04978627e+00,8.84289080e-01,1.68272096e+00,4.24013073e+00,2.19736551e+00,-1.10403875e+01,3.20074673e+01,-2.49449120e+01,-4.24327797e+01,-8.82904637e+00,9.29300415e+00,1.16294976e+01,1.72929134e+02,2.22035387e+00,2.87273539e+00,2.21701690e+00,1.67055372e+00,2.11730403e+00,1.95617535e+00,4.72132734e+02,4.72117995e+02,1.47381005e-02,4.78152255e+02,-1.55130482e-01,4.72377926e+02,-2.45192123e-01,4.77487257e+02,5.09867854e-01
"2016M09",7.19628312e+01,-2.06808786e-01,4.56000000e+00,3.00008380e+00,7.52594900e+00,3.00000000e+00,5.11716000e+04,3.09979000e+04,7.25554000e+04,1.68722600e+05,1.14248800e+05,1.09800706e+02,6.07700000e+02,1.19280000e+02,2.90000000e-01,2.48842000e+02,2.41176000e+02,9.86660000e+01,9.88340000e+01,4.51823810e+01,4.27614975e+02,2.01835692e+02,1.08429400e+03,1.03416747e+03,1.11921057e+03,1.20360112e+03,1.16461338e+03,4.69866695e+02,6.40968134e+02,4.78171332e+02,5.51681816e+02,5.48552696e+02,4.59174041e+02,4.59344168e+02,3.81070721e+02,4.45785767e+00,-2.20272196e+00,6.58416547e+00,7.37281178e+00,4.89042215e+00,6.34936431e+00,8.59584094e+00,2.90463261e+00,1.21079561e+01,2.90047974e+00,2.24571468e+00,1.53677550e+00,1.21239561e+00,1.67121168e+00,-6.55498966e-01,-2.48427517e+00,-1.36790857e+00,-2.83929961e+01,-9.01657758e-01,1.12211458e+01,5.94848266e+00,7.98492802e+00,-6.68847579e+00,-2.24963798e+01,2.71937671e+00,2.02226225e+00,3.14373022e+00,2.27649768e+00,1.59160079e+00,1.22269936e+01,4.72842935e+02,4.72380137e+02,4.62797918e-01,4.78407325e+02,-2.35992628e-01,4.72179689e+02,6.63245772e-01,4.77741532e+02,4.29799557e-01
"2016M10",7.24618561e+01,6.93448106e-01,4.76000000e+00,3.04246071e+00,7.49836900e+00,3.00000000e+00,5.04170000e+04,3.10931000e+04,7.30748000e+04,1.69268900e+05,1.15200700e+05,1.10430462e+02,6.05900000e+02,1.19590000e+02,3.10000000e-01,2.49142000e+02,2.41741000e+02,9.88680000e+01,9.89610000e+01,4.97752381e+01,4.28306030e+02,2.01468553e+02,1.08280837e+03,1.03447412e+03,1.11992389e+03,1.20392439e+03,1.16544311e+03,4.70438602e+02,6.40671496e+02,4.78378125e+02,5.51802302e+02,5.48786691e+02,4.59378563e+02,4.59472583e+02,3.90751763e+02,4.65011686e+00,-2.44359482e+00,5.08246818e+00,6.01666267e+00,4.38015197e+00,5.81013545e+00,8.21552401e+00,1.79994289e+00,3.71564975e+00,2.89285134e+00,2.18060617e+00,1.67187099e+00,1.41691744e+00,1.76670973e+00,7.40263567e+00,8.29265774e+00,-4.40566250e+00,-1.78275250e+01,3.67976324e+00,8.55979931e+00,3.87915419e+00,9.95675783e+00,6.86288273e+00,-3.55965983e+00,3.11466663e+00,1.44582976e+00,2.80793722e+00,2.45426189e+00,1.54098962e+00,1.16172510e+02,4.71854904e+02,4.72640502e+02,-7.85598056e-01,4.78659925e+02,-2.81799987e-01,4.72388888e+02,-5.33984220e-01,4.78013446e+02,3.64679469e-01
"2016M11",7.27429161e+01,3.87873034e-01,4.67000000e+00,3.09192433e+00,7.50432930e+00,3.00000000e+00,5.34450000e+04,3.20785000e+04,7.44273000e+04,1.71817900e+05,1.16462100e+05,1.14997938e+02,6.00300000e+02,1.19940000e+02,3.10000000e-01,2.49481000e+02,2.42026000e+02,9.89010000e+01,9.90050000e+01,4.56609524e+01,4.28693153e+02,2.01548009e+02,1.08864084e+03,1.03759413e+03,1.12175781e+03,1.20541905e+03,1.16653212e+03,4.74491419e+02,6.39742953e+02,4.78610518e+02,5.51938276e+02,5.48904516e+02,4.59411935e+02,4.59517035e+02,3.82124350e+02,4.56567721e+00,-1.89149566e+00,1.09706700e+01,8.16015593e+00,6.66804405e+00,7.77039638e+00,8.05225926e+00,3.14004657e+00,1.65571078e+01,2.97872759e+00,2.12273172e+00,1.67030587e+00,1.38773041e+00,1.70425390e+00,7.30697193e+00,4.64547295e+00,9.53476532e-01,6.99896015e+01,3.74401130e+01,2.20070831e+01,1.79359444e+01,1.30680883e+01,4.86338052e+01,-1.11425108e+01,3.50687011e+00,1.63169394e+00,1.41390396e+00,4.00467215e-01,5.33424940e-01,-1.03528961e+02,4.73231146e+02,4.72899064e+02,3.32081674e-01,4.78909920e+02,-2.99402243e-01,4.72164958e+02,1.06618844e+00,4.78294053e+02,3.16464168e-01
"2016M12",7.27486521e+01,7.88519400e-03,4.23000000e+00,3.09406970e+00,7.50433840e+00,3.00000000e+00,5.90571000e+04,3.54738000e+04,7.95176000e+04,1.77252600e+05,1.17487000e+05,1.20642500e+02,6.78400000e+02,1.20190000e+02,5.50000000e-01,2.49920000e+02,2.42637000e+02,9.90710000e+01,9.91200000e+01,5.19704762e+01,4.28701038e+02,2.01548131e+02,1.09862601e+03,1.04765497e+03,1.12837337e+03,1.20853311e+03,1.16740830e+03,4.79283163e+02,6.51973708e+02,4.78712642e+02,5.52114087e+02,5.49156650e+02,4.59583676e+02,4.59633124e+02,3.95067579e+02,4.14529592e+00,-1.44389749e+00,1.33172724e+01,6.29937852e+00,5.78478070e+00,6.81068777e+00,7.50210922e+00,4.58589521e+00,1.25979120e+01,2.86963737e+00,2.17333472e+00,2.03005319e+00,1.64357707e+00,1.75460953e+00,3.34672551e+01,9.46185966e-02,1.45515914e-03,1.19822022e+02,1.20730046e+02,7.93866849e+01,3.73687666e+01,1.05141492e+01,5.75009241e+01,1.46769065e+02,2.49864747e+00,2.10972800e+00,3.02560909e+00,2.06089801e+00,1.39306009e+00,1.55318751e+02,4.74061960e+02,4.73155746e+02,9.06213615e-01,4.79157152e+02,-4.44510431e-01,4.73195449e+02,8.66511528e-01,4.78539772e+02,1.72869944e-01
"2017M01",7.31272227e+01,5.20381614e-01,3.83000000e+00,3.21135175e+00,7.52213610e+00,3.00000000e+00,5.56217000e+04,3.39363000e+04,7.64229000e+04,1.74799600e+05,1.17736400e+05,1.15408165e+02,5.87600000e+02,1.20460000e+02,5.60000000e-01,2.50467000e+02,2.43618000e+02,9.94510000e+01,9.93850000e+01,5.25040000e+01,4.29220070e+02,2.01785015e+02,1.09263287e+03,1.04322405e+03,1.12440377e+03,1.20713955e+03,1.16762035e+03,4.74847511e+02,6.37604644e+02,4.78859795e+02,5.52332718e+02,5.49560142e+02,4.59966506e+02,4.59900120e+02,3.96088936e+02,3.75623510e+00,-1.66731902e+00,1.10170954e+01,1.01585075e+01,3.29635206e+00,6.05855421e+00,7.46007194e+00,5.03487626e+00,1.98102330e+01,2.81186974e+00,2.22526551e+00,2.47940060e+00,1.98537090e+00,1.84618754e+00,5.05104114e+01,6.22838770e+00,2.84261621e+00,-7.19176315e+01,-5.31709895e+01,-4.76351896e+01,-1.67227908e+01,2.54464575e+00,-5.32278265e+01,-1.72428768e+02,2.69270838e+00,2.62357040e+00,4.84191051e+00,4.59395490e+00,3.20395143e+00,1.22562785e+01,4.74172724e+02,4.73410492e+02,7.62232130e-01,4.79401445e+02,-5.41650377e-01,4.73453689e+02,7.19034937e-01,4.78942260e+02,-8.24653147e-02
"2017M02",7.33738672e+01,3.37281358e-01,3.96000000e+00,3.15032247e+00,7.41107610e+00,3.00000000e+00,5.57293000e+04,3.44575000e+04,7.64119000e+04,1.76143900e+05,1.18467500e+05,1.14310786e+02,6.13900000e+02,1.20810000e+02,5.70000000e-01,2.50998000e+02,2.44006000e+02,9.95860000e+01,9.95610000e+01,5.34684211e+01,4.29556784e+02,2.00297565e+02,1.09282613e+03,1.04474820e+03,1.12438937e+03,1.20790566e+03,1.16823939e+03,4.73892093e+02,6.41983205e+02,4.79257326e+02,5.52544497e+02,5.49719282e+02,4.60102159e+02,4.60077052e+02,3.97909122e+02,3.88142918e+00,-3.33007229e+00,1.31686158e+01,1.29543129e+01,4.10390981e+00,6.62404343e+00,7.42846672e+00,4.36094174e+00,9.54730861e+00,2.89729297e+00,2.21072914e+00,2.77159565e+00,2.17334762e+00,1.85005555e+00,5.67184718e+01,4.04056609e+00,-1.78494024e+01,2.31915367e+00,1.82897312e+01,-1.72735529e-01,9.19331967e+00,7.42852088e+00,-1.14650165e+01,5.25427250e+01,3.48157910e+00,2.54135478e+00,1.90966851e+00,1.62783829e+00,2.12318976e+00,2.18422341e+01,4.73874199e+02,4.73663308e+02,2.10891330e-01,4.79642591e+02,-3.85265532e-01,4.73468502e+02,4.05697183e-01,4.79145832e+02,1.11493739e-01
"2017M03",7.35516806e+01,2.42338951e-01,4.00000000e+00,3.12757202e+00,7.35949870e+00,3.00000000e+00,5.48050000e+04,3.49395000e+04,7.74760000e+04,1.77900300e+05,1.19553000e+05,1.18079039e+02,7.39800000e+02,1.21150000e+02,8.20000000e-01,2.50944000e+02,2.43892000e+02,9.95350000e+01,9.95190000e+01,4.93278261e+01,4.29798830e+02,1.99599182e+02,1.09115367e+03,1.04613733e+03,1.12577235e+03,1.20889786e+03,1.16915151e+03,4.77135422e+02,6.60637988e+02,4.79683054e+02,5.52522981e+02,5.49672550e+02,4.60050934e+02,4.60034858e+02,3.89848835e+02,3.92051163e+00,-4.74546017e+00,1.10590644e+01,1.10958823e+01,5.61418416e+00,7.33705362e+00,7.80268771e+00,4.43930371e+00,1.71833361e+01,2.96553814e+00,2.02519918e+00,2.41187527e+00,1.88841764e+00,1.66472093e+00,2.72911813e+01,2.90454940e+00,-8.38059891e+00,-2.00695323e+01,1.66695765e+01,1.65957213e+01,1.19064077e+01,1.09453516e+01,3.89199504e+01,2.23857397e+02,3.37246048e+00,-2.58197163e-01,-5.60772959e-01,-6.14701627e-01,-5.06329121e-01,-9.67234480e+01,4.74264272e+02,4.73914254e+02,3.50018260e-01,4.79880344e+02,-1.97290558e-01,4.73662872e+02,6.01400277e-01,4.79397829e+02,2.85224262e-01
"2017M04",7.37409659e+01,2.57350081e-01,4.09000000e+00,3.07363577e+00,7.33747070e+00,3.00000000e+00,5.64562000e+04,3.53247000e+04,7.91678000e+04,1.79857200e+05,1.20435500e+05,1.14685317e+02,6.39900000e+02,1.21410000e+02,8.30000000e-01,2.51227000e+02,2.44193000e+02,9.97250000e+01,9.97230000e+01,5.10605263e+01,4.30055849e+02,1.99299419e+02,1.09412204e+03,1.04723377e+03,1.12793249e+03,1.20999185e+03,1.16988696e+03,4.74219200e+02,6.46131191e+02,4.80059042e+02,5.52635691e+02,5.49795890e+02,4.60241640e+02,4.60239634e+02,3.93301172e+02,4.00735970e+00,-5.21484346e+00,1.13162482e+01,1.48910321e+01,6.36121426e+00,7.71678933e+00,8.14418064e+00,2.11819978e+00,4.90011569e+00,2.98454754e+00,1.87880443e+00,2.15288177e+00,1.75203502e+00,1.62356983e+00,2.25427346e+01,3.08423404e+00,-3.59715246e+00,3.56204227e+01,1.31573299e+01,2.59217274e+01,1.31279060e+01,8.82546266e+00,-3.49946613e+01,-1.74081558e+02,2.57256035e+00,1.35252747e+00,1.48007026e+00,2.28846802e+00,2.45731408e+00,4.14280489e+01,4.74005566e+02,4.74163405e+02,-1.57838535e-01,4.80114432e+02,-5.53895647e-02,4.74221272e+02,-2.15705806e-01,4.79560509e+02,4.98533372e-01
"2017M05",7.39704027e+01,3.11138764e-01,3.93000000e+00,2.93514799e+00,7.33938530e+00,3.00000000e+00,5.70891000e+04,3.52441000e+04,7.77880000e+04,1.80008800e+05,1.21207300e+05,1.13719071e+02,7.47400000e+02,1.21720000e+02,8.30000000e-01,2.51430000e+02,2.44004000e+02,9.96820000e+01,9.98030000e+01,4.84763636e+01,4.30366505e+02,1.99325509e+02,1.09523685e+03,1.04700534e+03,1.12617425e+03,1.21007610e+03,1.17052576e+03,4.73373112e+02,6.61660052e+02,4.80449562e+02,5.52716462e+02,5.49718462e+02,4.60198512e+02,4.60319824e+02,3.88107633e+02,3.85757599e+00,-4.22106716e+00,1.16035980e+01,1.45434123e+01,6.57699745e+00,8.33375058e+00,8.15038765e+00,2.31667169e+00,1.78368982e+01,2.92606213e+00,1.72217820e+00,1.83932342e+00,1.54576333e+00,1.53369961e+00,3.70670853e+00,3.72786875e+00,3.13080678e-01,1.33777068e+01,-2.74115592e+00,-2.10989674e+01,1.01104306e+00,7.66555552e+00,-1.01530571e+01,1.86346323e+02,3.06009297e+00,9.69249461e-01,-9.29133163e-01,-5.17534498e-01,9.62280657e-01,-6.23224657e+01,4.73831940e+02,4.74410860e+02,-5.78919832e-01,4.80344568e+02,1.04994046e-01,4.74879196e+02,-1.04725631e+00,4.79739059e+02,7.10502527e-01
